clade_name	Home.1.day.1	Home.1.day.2	Home.1.day.3	Home.1.day.4	Home.1.day.5	Home.1.day.6	Home.1.day.7	Home.8.day.1	Home.8.day.2	Home.8.day.3	Home.8.day.4	Home.8.day.5	Home.8.day.6	Home.8.day.7	Home.3.day.1	Home.3.day.2	Home.3.day.3	Home.3.day.4	Home.3.day.5	Home.3.day.6	Home.3.day.7	Home.4.day.1	Home.4.day.2	Home.4.day.3	Home.4.day.4	Home.4.day.5	Home.4.day.6	Home.4.day.7	Home.6.day.1	Home.6.day.2	Home.6.day.3	Home.6.day.4	Home.6.day.5	Home.6.day.6	Home.6.day.7	Home.2.day.1	Home.2.day.2	Home.2.day.3	Home.2.day.4	Home.2.day.5	Home.2.day.6	Home.2.day.7	Home.7.day.1	Home.7.day.2	Home.7.day.3	Home.7.day.4	Home.7.day.5	Home.7.day.6	Home.7.day.7	Home.5.day.1	Home.5.day.2	Home.5.day.3	Home.5.day.4	Home.5.day.5	Home.5.day.6	Home.5.day.7
k__Bacteria|p__Planctomycetota|c__CFGB35689	0.08648	0.10589	0.05597	0.03593	0.04187	0.04308	0.0406	0.0535	0.1382	0.12968	0.09482	0.1151	0.11386	0.09268	0.18823	0.25069	0.25215	0.27489	0.2344	0.27115	0.1926	0.0947	0.28962	0.10029	0.126	0.1143	0.12733	0.11246	0.03977	0.06186	0.06487	0.0486	0.05826	0.0841	0.03054	0.05935	0.07292	0.06067	0.02672	0.01796	0.02229	0.02819	0.04301	0.05666	0.08019	0.07187	0.09376	0.07478	0.03516	0.18318	0.19836	0.17211	0.1625	0.13538	0.10778	0.11873
k__Bacteria|p__Bacteroidota|c__Sphingobacteriia	0.07925	0.05804	0.07689	0.06206	0.02864	0.06241	0.05204	0.21705	0.5296	0.44914	0.32312	0.3109	0.53163	0.63334	0.00091	0.00041	0	0.00011	0.0004	0	0	0	0	0	0	0	0	0	0.17937	0.03415	0.17637	0.01686	0.03062	0.03162	0.16853	0.02266	0.02761	0.03253	0.00341	0.01469	0.0089	0.01669	0	0	0.00068	0	0	0.00049	0	0.43845	0.41417	0.53774	0.38849	0.34248	0.79088	0.46575
k__Bacteria|p__Bacteroidota|c__CFGB32421	0.07683	0.101	0.09055	0.08957	0.11899	0.26896	0.33567	0.04151	0.12868	0.16354	0.1858	0.22575	0.27075	0.33874	0.00797	0.0079	0.00633	0.00656	0.0149	0.00883	0.01611	0.00401	0.0014	0	0.00168	0	0.00074	0.0017	0.03805	0.05231	0.09422	0.08877	0.10756	0.08846	0.08323	0.08163	0.09496	0.12782	0.13114	0.14325	0.19172	0.28377	0.00784	0.00609	0.01349	0.00533	0	0.0215	0.01318	0.1109	0.17461	0.20711	0.23272	0.25724	0.2874	0.35376
k__Bacteria|p__Verrucomicrobia|c__CFGB8468	0.0636	0.07921	0.06754	0.05142	0.08385	0.09799	0.11615	0.04395	0.115	0.12737	0.11578	0.15058	0.1495	0.14287	0.0018	0.00598	0	0.00947	0.00953	0.00302	0.00772	0	0	0	0	0	0	0	0.03534	0.06004	0.06206	0.07574	0.08104	0.06164	0.04912	0.02945	0.03651	0.02625	0.01715	0.02818	0.04042	0.0599	0	0.00133	0.00575	0.00311	0	0.00973	0.00443	0.1037	0.1534	0.14301	0.18226	0.15228	0.15945	0.17828
k__Bacteria|p__Bacteroidota|c__Flavobacteriia	0.06165	0.03553	0.04765	0.03885	0.00883	0.06657	0.08114	0.05881	0.19064	0.18605	0.16133	0.1417	0.16483	0.18545	0	0.00072	0	0.00579	0.02027	0.00569	0.08338	0	0	0	0	0	0.00253	0.01113	0.05683	0.02223	0.09785	0.00773	0.01871	0.02509	0.07129	0.02182	0.03001	0.03368	0.01636	0.02554	0.02101	0.03384	0	0	0.00255	0.00149	0.00266	0.03075	0.01706	0.14276	0.19273	0.18468	0.17302	0.1656	0.19375	0.16653
k__Bacteria|p__Actinobacteria|c__Acidimicrobiia	0.03522	0.02001	0.01858	0.00684	0.01866	0.01374	0.01471	0.07565	0.20177	0.19989	0.19565	0.1933	0.19673	0.16157	0.38124	0.3352	0.37421	0.38707	0.38722	0.43984	0.40034	0.15875	0.14232	0.18788	0.15762	0.24637	0.25067	0.37637	0.1771	0.18383	0.3654	0.20723	0.21894	1.29744	0.11244	0.00353	0.0159	0.00761	0	0.00219	0.00119	0.00203	0.28744	0.21678	0.29002	0.28248	0.38464	0.46725	0.36699	0.23604	0.33267	0.262	0.27619	0.27276	0.18962	0.19927
k__Bacteria|p__Proteobacteria|c__CFGB8809	0.03056	0.03124	0.02292	0.00825	0.01576	0.02805	0.03656	0.06534	0.17386	0.16935	0.17342	0.218	0.19966	0.24212	0.00411	0.01376	0	0.01755	0.01778	0.01509	0.01819	0	0	0	0	0	0	0	0.09109	0.1459	0.12467	0.14778	0.17796	0.10848	0.1208	0.00621	0.0087	0.00514	0	0.00216	0.00594	0.0098	0	0.00115	0.00868	0.00455	0	0.00708	0.00286	0.17958	0.2158	0.13823	0.16899	0.15179	0.18883	0.19432
k__Bacteria|p__Bacteroidota|c__CFGB35942	0.02851	0.01588	0.03201	0.03371	0.02369	0.02469	0.02249	0.0142	0.04528	0.05317	0.0376	0.01429	0.03137	0.03889	0.82554	0.66488	0.75172	0.44863	0.43084	0.48875	0.49371	0.50928	0.2708	0.08367	0.22033	0.23484	0.20396	0.33306	0.04718	0.02816	0.30023	0.00265	0.02695	0.58556	0.01739	0.14395	0.1256	0.14111	0.12281	0.12614	0.09995	0.07053	1.28083	0.85448	0.68758	0.4674	0.40955	0.509	0.34241	0.04389	0.03439	0.03706	0.04136	0.04218	0.0478	0.04344
k__Bacteria|p__Actinobacteria|c__CFGB34754	0.02705	0.00782	0.02056	0.00994	0.0108	0.03487	0.06437	1.09471	3.51193	3.40983	2.96304	3.04525	3.12982	4.94047	1.65616	2.72962	3.38623	4.71398	3.7575	4.95634	3.38102	1.06581	1.28251	0.38095	1.96588	2.06832	2.0382	2.97567	1.6625	1.75082	1.70667	0.94936	1.19598	1.27069	1.22463	0.04851	0.0375	0.05808	0.04588	0.05464	0.049	0.0368	2.1154	1.92258	2.86141	2.80889	2.55735	2.18286	2.40605	3.09013	4.02264	3.23829	2.64217	2.83006	4.04059	4.73178
k__Bacteria|p__Bacteroidota|c__CFGB7628	0.02627	0.0129	0.01648	0.00844	0.01747	0.0214	0.02614	0.02196	0.0489	0.05182	0.03886	0.0148	0.02966	0.03216	0.22039	0.27176	0.24126	0.25882	0.36033	0.29826	0.48462	0.05211	0.05399	0.02289	0.08995	0.08851	0.11977	0.16415	0.0299	0.03272	0.03264	0.00995	0.02034	0.03426	0.00607	0.01172	0.00377	0.0056	0	0.00328	0.00288	0.00285	0.12206	0.08797	0.1295	0.11813	0.29049	0.2251	0.12143	0.05413	0.05412	0.03132	0.02799	0.02771	0.02745	0.02671
k__Bacteria|p__Actinobacteria|c__CFGB22811	0.02236	0.0229	0.01755	0.01054	0.02257	0.02324	0.02273	0.01621	0.04593	0.03003	0.02838	0.02081	0.05348	0.04015	0.00278	0.00479	0	0.00897	0.01016	0.00725	0.0078	0	0	0	0	0	0.00194	0.00435	0.02307	0.04004	0.01641	0.03818	0.04567	0.03424	0.02963	0.01054	0.02104	0.00696	0.00114	0.00793	0.0172	0.01431	0	0.00214	0.00325	0.00713	0.00418	0.00983	0.0079	0.05646	0.06063	0.04492	0.05283	0.05278	0.0391	0.06399
k__Bacteria|p__Bacteroidota|c__CFGB8604	0.01979	0.01824	0.01398	0.00858	0.00276	0.01708	0.02773	0.04298	0.11577	0.12406	0.11465	0.10407	0.11065	0.10863	0.17592	0.173	0.1469	0.12817	0.1064	0.13691	0.22448	0.24715	0.05019	0.03379	0.07104	0.08167	0.07995	0.09986	0.07085	0.05541	0.11241	0.03004	0.06191	0.08753	0.0509	0	0.0029	0.00442	0	0	0.00101	0.00181	0.28514	0.11894	0.12013	0.08672	0.06259	0.13381	0.09814	0.1274	0.13425	0.1619	0.14669	0.11197	0.13236	0.11504
k__Bacteria|p__Actinobacteria|c__CFGB36138	0.01504	0.00256	0.00732	0.00317	0.00812	0.02399	0.03698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00626	0.00054	0	0	0.00789	0.01515	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Chloroflexi|c__CFGB23698	0.00615	0.00118	0.00079	0	0.00019	0	0.00621	0.04831	0.09924	0.08588	0.07305	0.06399	0.11044	0.06905	0	0	0	0	0.00288	0	0	0	0	0	0	0	0	0	0.06545	0.10343	0.12625	0.09619	0.11829	0.24242	0.09772	0	0	0	0	0	0	0	0	0	0	0	0	0.00349	0.00057	0.12454	0.13273	0.09725	0.08792	0.10338	0.09742	0.10308
k__Bacteria|p__Firmicutes|c__CFGB389	0.00484	0.00414	0.00617	0.00143	0.00784	0.00172	0.00233	0	0	0	0	0	0	0	0	0.00048	0	0	0.00098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10582	0.07204	0.07016	0.06451	0.05484	0.04101	0.0354	0	0	0.0005	0	0	0.00216	0.00112	0	0	0	0	0	0	0
k__Bacteria|p__Planctomycetota|c__CFGB46625	0.00421	0.00307	0.00617	0.00318	0.00718	0.01782	0.00477	0.00373	0.01039	0.00982	0.00324	0	0.00513	0.00713	0.19377	0.20025	0.20957	0.12438	0.09959	0.061	0.07317	0.11733	0.01808	0.0673	0.07984	0.06029	0.05647	0.07754	0.016	0.01663	0.09565	0.00685	0.01476	0.29851	0.00519	0	0.00118	0.00136	0	0	0	0	0.13408	0.08964	0.11819	0.07807	0.07309	0.10151	0.05823	0.00964	0.00219	0.00636	0.00304	0.00616	0.01029	0.01079
k__Bacteria|p__Actinobacteria|c__CFGB13659	0.00226	0	0.00175	0	0	0.00154	0.00636	0.0025	0.00936	0.01796	0.01645	0	0.01492	0.02173	0	0.0055	0	0.02218	0.02267	0.01282	0.0147	0	0	0	0	0	0	0.00776	0.02066	0.0067	0.02208	0	0.0023	0.01376	0.01826	0	0	0.00096	0	0	0	0	0	0.00554	0.01124	0.0159	0	0.01666	0.01601	0.01292	0.00399	0.00315	0.01489	0.01578	0.01793	0.02527
k__Bacteria|p__Verrucomicrobia|c__CFGB44327	0.00198	0.00075	0.00287	0.00061	0.00316	0.00428	0.00833	0.00304	0.00782	0.00968	0.0157	0.00275	0.01286	0.01611	0.00451	0.00398	0.00474	0.00597	0.01019	0.00751	0.00827	0.00086	0.00342	0	0	0	0	0.00183	0	0.00566	0.00545	0.00303	0.01149	0.01326	0.00691	0.00564	0.00519	0.00622	0.00359	0.00939	0.00562	0.00463	0	0.00084	0.00252	0.00036	0	0.00113	0.0007	0.00647	0.0085	0.00327	0.0067	0.00703	0.0118	0.0084
k__Bacteria|p__Verrucomicrobia|c__CFGB33031	0.00138	0.00058	0.00059	0	0.00067	0.00154	0.00114	0.00292	0.00442	0.00582	0.0045	0.00272	0.00468	0.00404	0.01375	0.02872	0.02565	0.02558	0.01767	0.02204	0.00808	0.00954	0.06623	0.01	0.01249	0.0053	0.00779	0.00544	0.0006	0.00316	0.00245	0.00102	0.00318	0.00423	0.00155	0	0.00042	0.00024	0	0.0001	0	0.00039	0.00551	0.00753	0.01143	0.00864	0.00403	0.00518	0.00308	0.00555	0.00692	0.00374	0.0057	0.00382	0.0042	0.00386
k__Bacteria|p__Acidobacteria|c__CFGB5372	0.00088	0.00133	0.00145	0.00148	0.00359	0.00081	0.0006	0.00043	0.00149	0.00154	0.00075	0	0.00058	0.00067	0.01181	0.01218	0.00472	0.00987	0.01233	0.0079	0.00878	0.00322	0.00404	0.00313	0.00109	0.00175	0.00292	0.00371	0	0.00138	0.0035	0	0.00169	0.01775	0.00081	0.00709	0.0079	0.00687	0.00741	0.00801	0.00504	0.00732	0.00492	0.00412	0.00792	0.00633	0.00239	0.00797	0.00462	0.00063	0.00078	0	0.00127	0.00143	0.00099	0.00132
k__Bacteria|p__Actinobacteria|c__CFGB41185	0.0007	0	0	0	0	0.00301	0.00494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__CFGB43022	0.00058	0	0.00195	0.00037	0.00151	0.00169	0.00208	0	0	0	0	0	0	0	0.00195	0.00429	0	0.00298	0.00523	0.00229	0.00517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00044	0.00082	0.00184	0.00144	0	0.00371	0.00213	0	0	0	0	0	0	0
k__Bacteria|p__Nitrospirae|c__Nitrospira	0.00019	0	0.00019	0.00047	0.00137	0.00031	0.00034	0.00039	0.00148	0.00149	0.00102	0	0.00117	0.002	0.01903	0.00866	0.01018	0.00714	0.00485	0.00735	0.00899	0	0.00393	0	0	0	0	0	0	0	0.0007	0	0.00069	0.00184	0.00036	0.08046	0.03013	0.03584	0.04498	0.03379	0.03347	0.0401	0	0.00139	0.00246	0.00142	0	0.00132	0.00052	0.00451	0.00377	0.00163	0.00356	0.0035	0.00347	0.00537
k__Bacteria|p__Planctomycetota|c__CFGB73040	0.00015	0	0.00068	0	0	0.00226	0.00343	0	0	0.00011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00016
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	28.37515	30.43061	26.44507	26.26355	38.25875	26.51328	29.31054	5.95408	18.28822	16.4989	13.30387	17.81391	15.99159	15.12582	14.30787	17.56758	17.36083	18.49255	21.03569	21.22901	19.38074	7.81865	4.81059	7.55871	9.46248	10.92307	11.09291	15.19298	12.2797	14.52991	14.78746	15.97071	16.28247	13.6413	11.62067	42.36964	45.34972	41.37671	45.76043	43.80944	45.24344	44.88327	10.26119	9.59437	10.21953	11.31256	16.18101	17.34163	13.40808	17.85013	20.95642	18.08447	15.77233	16.35949	15.5887	18.03512
k__Bacteria|p__Actinobacteria|c__CFGB1083|o__OFGB1083	16.20345	16.64734	15.05144	13.09843	19.76134	17.04475	22.47486	5.53436	18.0087	18.22074	18.59053	24.34916	22.4513	22.95911	20.74903	16.49546	19.09518	17.38682	16.49542	19.54866	17.62502	11.17567	12.92468	8.35874	10.99479	16.14013	13.31763	21.797	12.80468	14.22096	19.13749	18.85647	18.57474	26.43748	14.66155	9.02047	11.81623	9.82718	8.19314	7.62295	12.41874	14.72846	25.45069	20.53195	21.15201	20.04035	24.65466	26.00588	23.06194	18.93624	25.80955	23.58895	25.31199	26.08892	23.54376	29.16754
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Pelagibacterales	12.01286	6.35576	13.89473	11.01364	2.22103	6.42513	6.22761	2.72702	12.17035	7.57581	10.03844	8.99205	9.77774	8.16213	4.01484	4.09235	5.63075	6.16256	6.91978	4.51011	7.09135	2.84103	4.54024	0.86667	3.23927	3.74101	2.37325	1.9535	4.28808	0.81225	3.07896	0.74647	1.16816	1.13796	3.84375	4.53516	4.36382	5.53491	3.44499	4.08392	2.0195	1.98454	6.31141	4.78461	3.85408	4.9431	6.89358	6.00253	5.04246	12.96662	4.53451	9.73216	12.65916	11.05422	10.14246	3.69448
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales	11.12146	16.94624	12.35097	15.33114	12.77871	14.61406	8.68558	8.29168	2.42825	3.37641	3.2022	2.58071	2.50654	2.2856	3.99525	3.72016	2.73593	2.23941	2.84197	2.3481	2.84759	10.08826	32.75256	15.8684	13.63977	12.36411	12.27715	10.11392	27.61868	16.21478	15.84057	17.42864	16.411	15.87482	19.87126	3.79277	4.3209	3.46716	4.56879	4.58334	4.53353	5.24258	7.49258	10.0991	4.73409	5.77691	5.491	3.33309	2.55895	2.61457	3.15532	2.33588	2.35067	2.1517	2.36923	2.65241
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales	6.29971	4.88805	7.57122	7.0224	2.07829	6.31539	6.39119	3.46134	12.15793	11.21421	10.80541	10.77317	10.11766	10.19851	8.95697	9.4835	9.73613	11.85537	10.52801	8.49492	9.18061	5.31693	4.96042	1.68116	5.62718	5.57586	4.82789	5.51341	6.27684	2.23378	7.41998	0.96272	1.59432	2.02426	5.48776	3.80402	3.52337	4.36864	3.92588	6.01419	4.50652	3.56149	6.04897	5.57159	6.72737	5.93468	7.14784	7.62491	6.06549	11.80436	11.70132	11.09066	10.05071	10.79608	10.41432	10.57837
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Alphaproteobacteria_unclassified	5.81647	3.06067	6.05287	4.72378	0.86779	3.01901	3.9691	1.21626	6.13604	3.6822	5.07241	3.52451	5.37343	5.46819	2.5472	2.72833	3.55823	4.28131	4.25801	4.0464	4.95498	2.08992	1.98604	0.62438	2.19395	2.56753	1.52141	1.0835	1.99609	0.42637	1.58045	0.36066	0.56772	0.72982	2.01313	2.09715	1.97942	2.09944	1.22927	1.24326	0.70793	1.06005	3.1056	3.11924	3.11574	3.55031	3.57864	4.65377	4.00989	6.62035	1.66752	5.71965	6.14981	6.00308	5.89978	1.94586
k__Bacteria|p__Acidobacteria|c__CFGB13989|o__OFGB13989	2.80587	2.23222	2.28513	2.52248	2.77426	2.51677	1.76965	1.52034	4.1182	4.2304	4.39844	4.48412	3.465	3.67955	2.42781	2.70336	2.70345	2.19158	2.13336	2.73106	2.45314	1.34205	3.67907	0.31524	0.91215	0.87803	1.08862	1.4974	2.45512	2.87445	3.09895	2.42605	2.97792	2.95644	1.86484	4.61168	3.97734	4.12024	4.54081	6.00512	5.67766	4.44325	2.11487	1.53472	1.54991	1.37711	1.71349	1.24546	1.14547	4.3611	4.6204	3.67134	3.65192	3.68688	3.2017	3.00545
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales	2.5694	3.21577	1.42451	5.3324	3.40946	2.76181	2.037	15.23846	1.31746	3.33493	3.67473	0.86097	1.31366	0.64041	1.62507	2.97215	0.62188	1.82953	1.55855	0.55138	0.81366	5.29762	4.44248	9.08048	8.19897	7.50763	9.05004	7.89201	11.44543	9.29731	3.54669	8.68295	9.50765	2.12308	8.74299	1.05823	0.69164	0.9026	0.74678	0.62313	0.52488	0.44972	1.28293	3.33599	0.68003	0.82212	1.15854	0.74641	0.64409	0.16174	0.1064	0.06937	0.10344	0.107	0.15897	0.17557
k__Bacteria|p__Proteobacteria|c__CFGB42731|o__OFGB42731	1.89406	2.00997	2.0472	2.24612	2.97525	2.78632	2.94928	0.38608	1.17021	1.2235	1.16306	1.51543	1.4935	1.51694	0.0452	0.05853	0.08803	0.12364	0.16398	0.15394	0.18767	0.02248	0.0006	0.01188	0.0487	0.06607	0.06699	0.11153	0.61179	0.71876	0.95831	0.96825	1.049	0.51276	0.86646	1.89186	2.21534	2.30591	2.65269	3.98077	3.93133	4.13063	0.0147	0.02333	0.05748	0.06263	0.09274	0.18658	0.1165	1.16787	1.63795	1.4761	1.33341	1.52121	1.5358	1.79727
k__Bacteria|p__Cyanobacteria|c__Cyanobacteria_unclassified|o__Oscillatoriales	1.74103	1.7777	1.3558	1.33038	0.4907	2.34885	1.22343	0.31832	0.63393	0.50995	0.53072	0.67899	1.02478	0.82221	0.91256	1.21617	1.38994	1.13569	1.29415	0.85959	1.11694	0.60291	0.37552	0.17867	1.02459	0.43638	0.99691	0.48176	0.09545	0.04667	0.16088	0.02019	0.04258	0.06476	0.05537	3.77479	2.73078	3.49962	3.50529	4.68607	4.16739	1.44721	0.17782	0.20758	0.21217	0.18071	0.24527	0.1059	0.04025	0.98231	0.88904	0.92107	0.58788	0.60865	0.92127	0.36191
k__Bacteria|p__Planctomycetota|c__CFGB8429|o__OFGB8429	1.1069	1.24286	1.09206	0.79632	0.92722	2.25615	2.05386	0.33946	1.02488	1.03265	0.87024	1.11532	1.2817	1.72053	0	0.00534	0	0.01714	0.02805	0.00737	0.0158	0	0	0	0.00547	0	0	0.01419	0.49341	0.66583	0.75622	0.64574	0.71825	0.53096	0.68871	0.61127	0.64206	0.61396	0.32597	0.39044	0.74348	1.18465	0	0.001	0.00802	0.00733	0	0.04381	0.02288	1.15599	1.33117	1.22778	1.29741	1.21673	1.64724	1.94448
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales	0.97668	1.18056	0.8646	1.11813	2.42179	1.61064	1.02672	1.23728	0.83555	0.57319	0.86783	0.83224	1.02436	1.35367	12.58079	8.59152	7.87225	6.58279	6.45216	8.94063	9.33285	35.79353	16.96113	44.27861	29.50232	24.93753	28.51083	15.99292	8.58439	27.52605	16.12543	24.55332	21.24134	16.21819	20.85908	9.31589	6.43058	5.95558	6.581	3.30759	2.41953	3.5941	0.5176	1.40483	0.46418	0.74463	0.87022	0.42063	0.68839	0.74034	0.38956	0.46363	0.53792	0.29694	0.43703	0.45062
k__Bacteria|p__Bacteroidota|c__CFGB14294|o__OFGB14294	0.94838	0.97666	0.94589	1.04458	1.2577	1.1476	1.47522	0.56793	1.41572	1.58694	1.49401	1.78192	1.58869	1.77391	1.61551	1.29686	1.07847	0.61588	0.59571	0.6198	0.93912	0.6551	0.3512	0.13793	0.23036	0.26986	0.29702	0.37327	0.62008	0.74025	0.83566	0.66472	0.84958	0.69965	0.55719	2.29929	1.41912	2.09617	2.32231	2.4354	2.25347	1.9	1.12715	0.66961	0.54833	0.37333	0.55723	0.54196	0.29578	1.49273	1.75845	1.79178	1.7307	1.55244	1.62848	1.60843
k__Bacteria|p__Bacteroidota|c__CFGB18754|o__OFGB18754	0.83715	0.60942	0.80921	0.80306	0.2439	1.25557	1.24034	0.26064	0.86436	0.9072	0.83972	0.84017	0.88253	1.09723	0.15423	0.15748	0.18485	0.24852	0.3496	0.30778	0.48657	0.09048	0.04077	0.00629	0.09266	0.1196	0.12224	0.2003	0.4331	0.14276	0.47694	0.05013	0.11323	0.14602	0.41577	1.32783	1.15335	1.54949	1.54196	1.76988	1.5771	1.51681	0.17489	0.154	0.22197	0.18199	0.18232	0.58386	0.32399	0.786	0.80173	0.98897	0.8896	0.97575	1.00654	1.07171
k__Bacteria|p__Proteobacteria|c__CFGB8856|o__OFGB8856	0.79496	0.99824	0.83324	1.10237	1.69074	0.81274	0.99444	0.16884	0.41694	0.46101	0.42374	0.49737	0.64193	0.63328	0.92602	1.65228	1.80974	1.71157	2.5717	1.75819	2.27854	0.66774	0.02099	1.05991	1.11754	0.86715	0.75624	1.33623	0.45242	0.59001	0.44633	0.68939	0.49921	0.39157	0.56305	1.96683	2.36922	2.13571	3.00546	2.44552	2.31615	2.3494	0.88585	0.389	1.02464	1.02574	1.79232	2.20256	1.49617	0.49637	0.51635	0.56294	0.52272	0.56892	0.68605	0.63778
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales	0.77108	0.78858	0.94025	1.02634	0.21639	0.6323	0.81902	0.24732	0.79382	0.74224	0.68392	0.72621	0.72497	0.73441	5.88305	6.48762	5.96225	4.70959	3.59581	3.10205	2.99746	4.93407	2.26379	1.21648	3.04051	2.29742	1.99014	1.57391	0.37233	0.07969	0.45115	0.02868	0.06283	0.12249	0.33356	2.0673	1.85059	2.40605	2.00643	2.02006	1.27838	1.41041	4.39452	3.47714	2.50196	2.32119	3.5776	1.90708	1.18575	0.97157	0.68019	0.90282	0.84041	0.82747	0.85859	0.72032
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Moraxellales	0.63982	0.53025	0.80908	1.04462	2.17838	1.58259	0.47383	0.03182	0	0	0	0	0	0	0.06958	0.10861	0	0.01579	0.01675	0	0	0	0	0	0	0	0	0	0.02719	0	0	0	0	0	0	0	0	0	0	0	0	0	10.97229	15.76531	26.35991	25.58251	10.38672	14.02717	28.71158	0.1287	0.19794	0.10464	0.31076	0.14641	0.5008	0.39531
k__Bacteria|p__Proteobacteria|c__CFGB8596|o__OFGB8596	0.58375	0.63489	0.43138	0.38612	0.57313	0.40641	0.4594	0.31008	0.99602	0.8587	0.6439	0.81315	0.7457	0.68707	0.90931	1.24462	1.26301	1.72674	2.04965	2.13029	1.68604	0.80854	0.37472	0.67204	0.7208	0.69917	0.88624	1.05737	0.83252	0.92113	0.95682	0.88399	0.86678	1.80546	0.5219	0.45301	0.40395	0.31651	0.22749	0.26497	0.31756	0.3038	0.89357	0.68569	0.81769	0.8113	1.17562	1.12381	0.87186	1.15202	1.10942	0.9642	0.81007	0.76309	0.74576	0.88931
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales	0.58374	1.09502	1.12783	0.49322	0.23153	0.38069	0.29176	2.75991	0.16837	0.45828	0.39188	0.17868	0.24773	0.08878	0.54105	0.58472	0.45198	0.37429	0.36743	0.28148	0.26761	0.14809	0.14325	0.21874	0.19516	0.2085	0.2937	0.25488	0.14437	0.06458	0.03058	0.05676	0.05654	0.05059	0.03543	0.59321	0.51322	0.66698	0.87769	0.41971	0.0988	0.76555	0.56417	1.46238	0.43481	0.86847	0.45387	0.31736	0.34734	0.07991	0.08958	0.05379	0.051	0.05756	0.04739	0.06672
k__Bacteria|p__Bacteroidota|c__CFGB40560|o__OFGB40560	0.55415	0.56291	0.52278	0.40063	0.15337	0.92928	1.2063	1.1461	3.0875	2.97552	2.33524	3.5507	3.27712	3.8609	0.48783	0.54791	0.67891	0.83768	0.97916	1.15141	1.14885	0.21727	0.12212	0.05538	0.37713	0.42731	0.54717	0.61823	1.11208	0.77995	1.57619	0.32497	0.65009	0.63918	1.19791	0.3254	0.23107	0.34494	0.18243	0.23464	0.33575	0.42998	0.29639	0.22673	0.27918	0.3399	0.86252	0.59152	0.35437	3.43138	3.20768	3.73265	3.50227	3.27266	4.14795	4.46444
k__Bacteria|p__Bacteroidota|c__CFGB462|o__OFGB462	0.51072	0.56889	0.42361	0.52956	0.82306	0.69594	0.94001	0.501	1.22936	1.25582	1.36297	1.57943	1.6248	1.81538	1.24062	1.11651	0.82804	0.5672	0.60324	0.67374	0.91392	0.30121	0.24898	0.17459	0.16999	0.18861	0.25647	0.43851	0.41454	0.68921	0.77127	0.83331	0.86466	0.75252	0.55972	0.63099	0.57563	0.60749	0.74502	0.87376	0.94033	1.00506	0.69473	0.42669	0.43769	0.31249	0.48432	0.5065	0.26762	1.39983	1.88719	1.58853	1.67359	1.70366	1.66666	2.0684
k__Bacteria|p__Actinobacteria|c__CFGB36511|o__OFGB36511	0.3769	0.48003	0.32355	0.31606	0.57262	0.15603	0.20384	0.34988	0.99231	0.82871	0.90859	0.84619	0.78734	0.57437	4.07467	2.69616	1.95719	1.46755	1.14453	1.20537	1.14472	2.80059	2.87403	1.51728	0.95039	1.3155	0.94349	1.67748	1.09909	1.18941	1.46559	1.13926	1.18263	4.71026	0.89983	0.34358	0.36708	0.28412	0.30747	0.21826	0.23383	0.16567	5.56485	4.22704	2.25563	2.09655	1.40685	1.35269	1.2463	1.14053	1.23762	0.94798	1.05465	1.06845	0.67732	0.75092
k__Bacteria|p__Acidobacteria|c__CFGB73383|o__OFGB73383	0.30036	0.42288	0.26673	0.27429	0.46224	0.31815	0.18645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.27298	0.34554	0.35508	0.29511	0.22775	0.22553	0.19319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.037	0.04804	0.01093	0.02259	0	0.00045	0	0	0	0	0	0	0	0
