clade_name	Home.1.day.1	Home.1.day.2	Home.1.day.3	Home.1.day.4	Home.1.day.5	Home.1.day.6	Home.1.day.7	Home.8.day.1	Home.8.day.2	Home.8.day.3	Home.8.day.4	Home.8.day.5	Home.8.day.6	Home.8.day.7	Home.3.day.1	Home.3.day.2	Home.3.day.3	Home.3.day.4	Home.3.day.5	Home.3.day.6	Home.3.day.7	Home.4.day.1	Home.4.day.2	Home.4.day.3	Home.4.day.4	Home.4.day.5	Home.4.day.6	Home.4.day.7	Home.6.day.1	Home.6.day.2	Home.6.day.3	Home.6.day.4	Home.6.day.5	Home.6.day.6	Home.6.day.7	Home.2.day.1	Home.2.day.2	Home.2.day.3	Home.2.day.4	Home.2.day.5	Home.2.day.6	Home.2.day.7	Home.7.day.1	Home.7.day.2	Home.7.day.3	Home.7.day.4	Home.7.day.5	Home.7.day.6	Home.7.day.7	Home.5.day.1	Home.5.day.2	Home.5.day.3	Home.5.day.4	Home.5.day.5	Home.5.day.6	Home.5.day.7
k__Bacteria|p__Acidobacteria|c__CFGB5372|o__OFGB5372|f__FGB5372|g__GGB64074|s__GGB64074_SGB86472|t__SGB86472	0.00088	0.00133	0.00145	0.00148	0.00359	0.00081	0.0006	0.00043	0.00149	0.00154	0.00075	0	0.00058	0.00067	0.01181	0.01218	0.00472	0.00987	0.01233	0.0079	0.00878	0.00322	0.00404	0.00313	0.00109	0.00175	0.00292	0.00371	0	0.00138	0.0035	0	0.00169	0.01775	0.00081	0.00709	0.0079	0.00687	0.00741	0.00801	0.00504	0.00732	0.00492	0.00412	0.00792	0.00633	0.00239	0.00797	0.00462	0.00063	0.00078	0	0.00127	0.00143	0.00099	0.00132
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Limnohabitans|s__Limnohabitans_sp_2KL_1|t__SGB22497	0.00083	0.00024	0.00067	0	0.00126	0.00142	0.00258	0.00091	0.00388	0.00382	0.00157	0	0.00489	0.00512	0	0.00069	0	0.00111	0.00161	0.00153	0.00063	0	0	0	0	0	0	0	0	0.00239	0.00314	0.00168	0.00338	0.00443	0.00263	0	0	0	0	0	0	0.00016	0	0	0	0	0	0.00131	0.00023	0.00474	0.0062	0.00135	0.00476	0.00477	0.00627	0.00709
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Nitrobacteraceae|g__GGB92602|s__GGB92602_SGB133320|t__SGB133320	0.00071	0	0.00223	0.00027	0.00689	0.00067	0.00409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0016	0.00059	0	0.00919	0.01843	0.01389	0.00844	0.01026	0.00685	0.00762	0	0.00105	0.00079	0	0	0.00097	0.00097	0	0	0	0	0	0	0.00056
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Methylophilaceae|g__Candidatus_Methylopumilus|s__Candidatus_Methylopumilus_turicensis|t__SGB3719	0.00071	0	0.0013	0	0.00105	0.00303	0.0042	0.00055	0.00151	0.00265	0.00041	0	0.00088	0.00177	0	0.00035	0	0.00095	0.00246	0	0.00088	0	0	0	0	0	0	0	0	0.0015	0.00193	0.00014	0.00073	0.00156	0.00119	0	0.00025	0.00014	0	0.0001	0.00075	0.00134	0	0	0.00077	0.00021	0	0.00322	0.00144	0.00108	0.00185	0.00053	0.00258	0.00094	0.00238	0.00342
k__Bacteria|p__Actinobacteria|c__CFGB41185|o__OFGB41185|f__FGB41185|g__GGB44074|s__GGB44074_SGB61453|t__SGB61453	0.0007	0	0	0	0	0.00301	0.00494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Polynucleobacter|s__Polynucleobacter_hirudinilacicola|t__SGB13550	0.00068	0	0.00183	0.00088	0.00143	0.00131	0.00231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00216	0	0	0.00329	0.00244	0.00131	0.00436	0.00339	0.0034	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Boseaceae|g__Bosea|s__Bosea_sp_CRIB_10|t__SGB11412	0.00061	0.00079	0.00076	0.00096	0.00138	0.00097	0.00048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03318	0.00837	0.01316	0.00777	0.01256	0.0007	0.00124	0	0	0	0	0	0	0	0.00337	0.01318	0.00247	0.00459	0	0.0007	0.00158	0	0	0	0	0	0	0.0003
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__GGB92268|s__GGB92268_SGB132872|t__SGB132872	0.00061	0.00016	0.00149	0.00017	0.00312	0.00108	0.00094	0	0.00058	0.00169	0.00046	0	0	0	0	0	0	0	0.00079	0	0	0	0	0	0	0	0	0	0	0.00059	0.00107	0	0.00082	0.00154	0	0	0.00108	0	0	0.00073	0.00011	0.00021	0	0	0	0	0	0.00083	0.00024	0.00222	0.0012	0	0.00085	0.0012	0.00079	0.00135
k__Bacteria|p__Bacteroidota|c__CFGB43022|o__OFGB43022|f__FGB43022|g__GGB56783|s__GGB56783_SGB78224|t__SGB78224	0.00058	0	0.00195	0.00037	0.00151	0.00169	0.00208	0	0	0	0	0	0	0	0.00195	0.00429	0	0.00298	0.00523	0.00229	0.00517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00044	0.00082	0.00184	0.00144	0	0.00371	0.00213	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Polynucleobacter|s__Polynucleobacter_duraquae|t__SGB13544	0.00043	0	0.00189	0	0.00062	0.00219	0.00195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00516	0.0056	0.00113	0.00259	0	0.00306	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Reyranellaceae|g__Reyranella|s__Reyranella_sp_MMS21_HV4_11|t__SGB111434	0.00041	0	0.00115	0.00053	0.0051	0.00274	0.00134	0.0048	0.01818	0.01097	0.00821	0	0.01208	0.01363	0	0	0	0	0.0007	0	0	0	0	0	0	0	0	0	0.0078	0.01794	0.00652	0.00836	0.01859	0.01245	0.0109	0	0.00065	0.00175	0	0.00193	0	0.00188	0	0	0	0	0	0.00074	0	0.02241	0.02086	0.01352	0.01736	0.01569	0.01874	0.02456
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales|f__Legionellaceae|g__Legionella|s__Legionella_worsleiensis|t__SGB13663	0.00039	0	0.00201	0.00051	0.00117	0.00045	0.00132	0	0	0	0	0	0	0	0.00036	0.00053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0009	0.00161	0	0	0.00173	0.00069	0	0	0	0	0	0	0.00047
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Polaromonas|s__Polaromonas_sp_AER18D_145|t__SGB32647	0.00036	0	0	0	0.00105	0	0.0003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Limnohabitans|s__Limnohabitans_sp_Jir61|t__SGB22504	0.00033	0	0.00007	0	0.00024	0.00028	0.00074	0.00034	0.00167	0.00133	0.00095	0	0.00029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00158	0.00152	0	0.00156	0.00063	0.00123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00158	0.00236	0	0.00078	0.00049	0.00081	0.00126
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Methylophilaceae|g__Candidatus_Methylopumilus|s__Candidatus_Methylopumilus_SGB57433|t__SGB57433	0.00032	0	0.00134	0	0	0.00077	0.00024	0	0.00494	0.00258	0.0038	0	0	0.00063	0	0	0	0	0.00094	0	0.00104	0	0	0	0	0	0	0	0	0	0.00222	0	0.0003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00385	0	0.00268	0.00108
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Limnohabitans|s__Limnohabitans_sp_DM1|t__SGB32528	0.00031	0	0.00046	0	0.00071	0.00062	0.00095	0.00057	0.00098	0.00158	0.00141	0	0.00081	0.00129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00113	0.00121	0	0.00104	0.00084	0.00075	0	0	0.00023	0	0	0	0.00019	0	0	0	0	0	0	0	0.00063	0	0	0.00187	0.00075	0.00194	0.00156
k__Bacteria|p__Nitrospirae|c__Nitrospira|o__Nitrospirales|f__Nitrospiraceae|g__Nitrospira|s__Nitrospira_lenta|t__SGB22161	0.00019	0	0.00019	0.00047	0.00137	0.00031	0.00034	0.00039	0.00148	0.00149	0.00102	0	0.00117	0.002	0.01903	0.00866	0.01018	0.00714	0.00485	0.00735	0.00899	0	0.00393	0	0	0	0	0	0	0	0.0007	0	0.00069	0.00184	0.00036	0.03326	0.00846	0.00761	0.01126	0.0101	0.00595	0.00551	0	0.00139	0.00246	0.00142	0	0.00132	0.00052	0.00451	0.00377	0.00163	0.00356	0.0035	0.00347	0.00537
k__Bacteria|p__Planctomycetota|c__CFGB73040|o__OFGB73040|f__FGB73040|g__GGB73748|s__GGB73748_SGB138812|t__SGB138812	0.00015	0	0.00068	0	0	0.00226	0.00343	0	0	0.00011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00016
k__Bacteria|p__Cyanobacteria|c__Cyanobacteria_unclassified|o__Synechococcales|f__Prochlorococcaceae|g__Cyanobium|s__Cyanobium_sp_FACHB_13342|t__SGB83470	0.00013	0.00093	0.00278	0	0.00674	0.00799	0.00416	0.00481	0.01384	0.00884	0.01034	0	0.00862	0.02021	0.01007	0.01623	0.00077	0.01374	0.01077	0.00374	0.01106	0	0	0	0	0	0.00287	0	0.00395	0.01023	0.00395	0.00698	0.0195	0.01462	0.02054	0	0.00198	0.00119	0	0.00274	0.00251	0.00503	0	0.00332	0.00748	0.00299	0	0.01637	0.01219	0.00564	0.01033	0.02051	0.01383	0.02355	0.01579	0.026
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__GGB59223|s__GGB59223_SGB80993|t__SGB80993	0.00008	0	0.0008	0	0.00079	0.00135	0.00319	0.0003	0.00098	0.00459	0.00159	0	0	0.00182	0	0.00088	0	0.00049	0.00132	0.00214	0.00148	0	0	0	0	0	0	0	0	0.00119	0.00229	0	0.0011	0.00213	0.00075	0.00036	0.00178	0.00045	0	0.00016	0	0.00148	0	0	0.00075	0	0	0.00076	0.00126	0.00066	0	0	0.00269	0	0.00175	0.00105
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales	0	0.00956	0.00675	0	0.00377	0.0024	0	0	0	0	0	0	0	0	0	0	0	0	0.00942	0	0	0	0	0	0	0	0	0	0.01982	0	0	0	0	0	0	0	0.00928	0	0	0.00096	0.00607	0	0	0.01931	0.01912	0.00235	0.01994	0.00698	0.00016	0	0	0.03388	0.03812	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales|f__Propionibacteriaceae	0	0.00956	0.00675	0	0.00377	0.0024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01982	0	0	0	0	0	0	0	0.00928	0	0	0.00096	0.00607	0	0	0.00108	0	0	0	0	0	0	0	0.03388	0.03812	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales|f__Propionibacteriaceae|g__Cutibacterium	0	0.00956	0.00675	0	0.00377	0.0024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01982	0	0	0	0	0	0	0	0.00928	0	0	0.00096	0.00607	0	0	0.00108	0	0	0	0	0	0	0	0.03388	0.03812	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales|f__Propionibacteriaceae|g__Cutibacterium|s__Cutibacterium_acnes	0	0.00956	0.00675	0	0.00377	0.0024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01982	0	0	0	0	0	0	0	0.00238	0	0	0.00096	0.00607	0	0	0.00108	0	0	0	0	0	0	0	0.03388	0.03812	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales|f__Propionibacteriaceae|g__Cutibacterium|s__Cutibacterium_acnes|t__SGB16955	0	0.00956	0.00675	0	0.00377	0.0024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01982	0	0	0	0	0	0	0	0.00238	0	0	0.00096	0.00607	0	0	0.00108	0	0	0	0	0	0	0	0.03388	0.03812	0	0	0
k__Bacteria|p__Gemmatimonadetes	0	0	0.00002	0	0.00034	0.00008	0.00034	0	0	0.00018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00015
k__Bacteria|p__Proteobacteria|c__CFGB43376	0	0	0.00049	0	0	0	0	0	0	0.0001	0	0	0	0	0	0	0	0	0.00254	0	0.0051	0	0	0	0	0	0	0	0	0	0.00415	0	0.00027	0.01444	0	0	0	0	0	0	0	0	0	0	0.00008	0	0	0.00517	0.00485	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Chitinophagia	0	0	0.00015	0	0	0	0.00004	0	0	0.00015	0	0	0	0	0.00892	0.0064	0	0.00148	0.00434	0.00111	0.00556	0.08683	0.12027	0.0178	0.06254	0.07053	0.06908	0.08784	0	0	0	0	0	0	0	0.01616	0.01066	0.01401	0.009	0.01157	0.00552	0.00842	0	0.00117	0.00134	0.00066	0	0.00446	0.00113	0.00917	0.00096	0	0.00222	0.00843	0.00251	0.01067
k__Bacteria|p__Gemmatimonadetes|c__Gemmatimonadetes	0	0	0.00002	0	0.00034	0.00008	0.00034	0	0	0.00018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00015
k__Bacteria|p__Proteobacteria|c__CFGB43376|o__OFGB43376	0	0	0.00049	0	0	0	0	0	0	0.0001	0	0	0	0	0	0	0	0	0.00254	0	0.0051	0	0	0	0	0	0	0	0	0	0.00415	0	0.00027	0.01444	0	0	0	0	0	0	0	0	0	0	0.00008	0	0	0.00517	0.00485	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales	0	0	0.00036	0	0.00321	0	0.00141	0.00345	0	0.00714	0	0	0	0	0.0341	0.0541	0.03048	0.02645	0.03068	0.01132	0.02307	0.00377	0	0.007	0	0.00666	0	0.01008	0.00287	0.00322	0.00874	0	0.00323	0.04475	0.00078	0	0	0.00421	0	0	0	0	0.02498	0.01721	0.02467	0.01427	0.01537	0.01624	0.00417	0.00597	0.00444	0	0	0	0.00318	0.00742
k__Bacteria|p__Bacteroidota|c__Chitinophagia|o__Chitinophagales	0	0	0.00015	0	0	0	0.00004	0	0	0.00015	0	0	0	0	0.00892	0.0064	0	0.00148	0.00434	0.00111	0.00556	0.08683	0.12027	0.0178	0.06254	0.07053	0.06908	0.08784	0	0	0	0	0	0	0	0.01616	0.01066	0.01401	0.009	0.01157	0.00552	0.00842	0	0.00117	0.00134	0.00066	0	0.00446	0.00113	0.00917	0.00096	0	0.00222	0.00843	0.00251	0.01067
k__Bacteria|p__Gemmatimonadetes|c__Gemmatimonadetes|o__Gemmatimonadales	0	0	0.00002	0	0.00034	0.00008	0.00034	0	0	0.00018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00015
k__Bacteria|p__Proteobacteria|c__CFGB43376|o__OFGB43376|f__FGB43376	0	0	0.00049	0	0	0	0	0	0	0.0001	0	0	0	0	0	0	0	0	0.00254	0	0.0051	0	0	0	0	0	0	0	0	0	0.00415	0	0.00027	0.01444	0	0	0	0	0	0	0	0	0	0	0.00008	0	0	0.00517	0.00485	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae	0	0	0.00036	0	0.00321	0	0.00141	0.00345	0	0.00714	0	0	0	0	0.0341	0.0541	0.03048	0.02645	0.03068	0.01132	0.02307	0.00377	0	0.007	0	0.00666	0	0.01008	0.00287	0.00322	0.00874	0	0.00323	0.04475	0.00078	0	0	0.00421	0	0	0	0	0.02498	0.01721	0.02467	0.01427	0.01537	0.01624	0.00417	0.00597	0.00444	0	0	0	0.00318	0.00742
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sphaerotilaceae	0	0	0.0002	0.00102	0.00431	0.00259	0.00602	0	0	0	0	0	0	0	0.00048	0.00083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00004	0	0	0.0005	0.00139	0.00043	0.00143	0.00189	0.00487	0.00436	0	0.00038	0.00051	0	0	0	0	0	0	0	0	0.00023	0.00174	0.00053
k__Bacteria|p__Bacteroidota|c__Chitinophagia|o__Chitinophagales|f__Chitinophagaceae	0	0	0.00015	0	0	0	0.00004	0	0	0.00015	0	0	0	0	0.00892	0.0064	0	0.00148	0.00434	0.00111	0.00556	0.08683	0.12027	0.0178	0.06254	0.07053	0.06908	0.08784	0	0	0	0	0	0	0	0.01616	0.01066	0.01401	0.009	0.01157	0.00552	0.00842	0	0.00117	0.00134	0.00066	0	0.00446	0.00113	0.00917	0.00096	0	0.00222	0.00843	0.00251	0.01067
k__Bacteria|p__Gemmatimonadetes|c__Gemmatimonadetes|o__Gemmatimonadales|f__Gemmatimonadaceae	0	0	0.00002	0	0.00034	0.00008	0.00034	0	0	0.00018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00015
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Hyphomicrobiaceae|g__GGB72424	0	0	0.00118	0	0.0144	0.00495	0.00123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Nitrobacteraceae|g__GGB44753	0	0	0.00112	0	0.00224	0	0	0	0	0	0	0	0	0	0.01955	0.02131	0	0.00426	0.00161	0	0	0.00793	0	0.0043	0	0	0	0	0	0.0006	0	0	0	0	0	0	0	0	0	0	0	0	0.03865	0.0375	0.01335	0.00555	0	0.00214	0.0003	0	0	0	0	0	0	0.00091
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Mycobacteriaceae|g__GGB36718	0	0	0.00058	0	0.00183	0.00027	0.00201	0.00139	0.00517	0.00365	0	0	0.00168	0.00444	0	0.00156	0	0	0.00172	0	0	0	0	0	0	0	0	0	0.00077	0.01488	0.00886	0.0064	0.00912	0.00947	0.00999	0	0.00378	0.00062	0	0.00032	0	0.00173	0	0	0.00095	0.00024	0	0.00059	0.00029	0.0007	0	0	0.00639	0.00453	0.00494	0.00747
k__Bacteria|p__Proteobacteria|c__CFGB43376|o__OFGB43376|f__FGB43376|g__GGB43375	0	0	0.00049	0	0	0	0	0	0	0.0001	0	0	0	0	0	0	0	0	0.00254	0	0.0051	0	0	0	0	0	0	0	0	0	0.00415	0	0.00027	0.01444	0	0	0	0	0	0	0	0	0	0	0.00008	0	0	0.00517	0.00485	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae|g__Aeromonas	0	0	0.00036	0	0.00321	0	0.00141	0.00345	0	0.00714	0	0	0	0	0.0341	0.0541	0.03048	0.02645	0.03068	0.01132	0.02307	0.00377	0	0.007	0	0.00666	0	0.01008	0.00287	0.00322	0.00874	0	0.00323	0.04475	0.00078	0	0	0.00421	0	0	0	0	0.02498	0.01721	0.02467	0.01427	0.01537	0.01624	0.00417	0.00597	0.00444	0	0	0	0.00318	0.00742
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Blastomonas	0	0	0.00035	0	0.00554	0.0006	0	0	0	0	0	0	0	0	0.06286	0.03017	0.04195	0.02797	0.01858	0.02329	0.04216	1.90207	5.61108	2.63942	1.9796	1.89041	2.03239	1.86649	0	0	0	0	0	0	0	0.33182	0.15721	0.13767	0.14846	0.12382	0.0668	0.10358	0	0.00236	0.00207	0.00027	0	0.00234	0.00069	0	0	0	0	0	0.00149	0.00216
k__Bacteria|p__Bacteroidota|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Daejeonella	0	0	0.00027	0	0	0.00042	0.0013	0	0.00008	0.00053	0	0	0	0.00019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00029	0	0	0	0	0.00053	0	0.00056	0.00048
k__Bacteria|p__Bacteroidota|c__CFGB12545|o__OFGB12545|f__FGB12545|g__GGB46625	0	0	0.00023	0	0	0	0	0.00089	0.00275	0.00526	0.00017	0	0	0	0.66688	0.53507	0.47742	0.30159	0.26584	0.22903	0.31029	0.29206	0.04472	0.06505	0.13439	0.13667	0.13257	0.16865	0	0.00128	0.01313	0	0.00114	0.02152	0	0	0.00021	0	0	0	0	0	0.4903	0.23204	0.291	0.19134	0.28788	0.25576	0.12688	0	0	0	0.00074	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sphaerotilaceae|g__Sphaerotilus	0	0	0.0002	0.00102	0.00431	0.00259	0.00602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00004	0	0	0	0	0	0	0.00131	0.00443	0.00308	0	0	0	0	0	0	0	0	0	0	0	0.00023	0.00174	0.00053
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__GGB59182	0	0	0.00016	0	0.00039	0	0.00079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00022	0.00036	0	0.00032	0	0.00084	0	0	0	0	0	0.00028	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Chitinophagia|o__Chitinophagales|f__Chitinophagaceae|g__Sediminibacterium	0	0	0.00015	0	0	0	0.00004	0	0	0	0	0	0	0	0	0.00062	0	0	0.0001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00063	0.00091	0	0.00117	0	0	0	0	0	0	0	0.0008	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Nitrobacteraceae|g__Bradyrhizobium	0	0	0.0001	0	0.00468	0	0.01232	0	0	0	0	0	0	0	0	0.00048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0382	0.04826	0.04584	0.03928	0.02615	0.01561	0.02544	0	0	0.00066	0.00058	0	0.01321	0.00724	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Novosphingobium	0	0	0.00008	0	0.00256	0	0.00067	0.00055	0.00271	0.00203	0	0	0	0	0.02109	0.02597	0.0183	0.02908	0.03781	0.01734	0.02728	0.00143	0	0.00854	0.00491	0.0077	0.01493	0.02893	0.01182	0.00979	0.0052	0.00054	0.00451	0.00801	0.00112	0.00421	0.01043	0.00748	0.00569	0.00766	0.00777	0.0087	0.00153	0.01245	0.0156	0.02554	0.0257	0.04722	0.02884	0.00243	0.00064	0	0.00067	0	0.00101	0.00353
k__Bacteria|p__Actinobacteria|c__CFGB1083|o__OFGB1083|f__FGB1083|g__GGB32817	0	0	0.00007	0	0.00071	0	0.00061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Gemmatimonadetes|c__Gemmatimonadetes|o__Gemmatimonadales|f__Gemmatimonadaceae|g__Gemmatimonas	0	0	0.00002	0	0.00034	0.00008	0.00034	0	0	0.00018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00015
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Mycobacteriaceae|g__Mycolicibacterium|s__Mycolicibacterium_llatzerense	0	0	0.00611	0	0.0015	0	0.00597	0.00897	0.02348	0.01034	0.00722	0.00725	0.02662	0.03939	0.40192	0.28126	0.2761	0.31023	0.23198	0.31543	0.36144	1.57387	0.5288	0.87078	0.61002	0.53701	1.14486	0.35214	0	0	0	0	0	0.00032	0	0.08043	0.00241	0	0.00107	0.00402	0	0.00164	0.01284	0.02461	0.019	0.0309	0	0.01346	0.01407	0.02581	0.01176	0.00439	0.00929	0.00621	0.01714	0.01676
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Alphaproteobacteria_unclassified|f__Alphaproteobacteria_unclassified|g__Alphaproteobacteria_unclassified|s__alpha_proteobacterium_SCGC_AAA280_B11	0	0	0.00234	0	0	0.00132	0.00256	0	0.00196	0.00104	0.00021	0	0	0.00117	0	0	0	0.00019	0.00047	0	0.00063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00079	0.00145	0	0	0.001	0.00209	0	0	0	0.00359	0	0.00063	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Hyphomicrobiaceae|g__GGB72424|s__GGB72424_SGB99616	0	0	0.00118	0	0.0144	0.00495	0.00123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
